,k2=600,,,,,,k2=900,,,,,
,LS,LAV,SVR,MLP,AsyLAV,AsySVR,LS,LAV,SVR,MLP,AsyLAV,AsySVR
536,-8.259650958,-18.20409862,-17.37223022,74.36033917,207.5302683,190.6609343,-8.259650958,-18.20409862,-17.37223022,74.36033917,234.1362915,286.1521628
537,-205.1249187,-234.6919806,-209.0972752,-65.92741423,94.71978926,71.48890404,-205.1249187,-234.6919806,-209.0972752,-65.92741423,130.7055369,168.9944435
538,-92.57678457,-64.41174942,-94.53041459,66.36531075,265.2391679,245.9588503,-92.57678457,-64.41174942,-94.53041459,66.36531075,301.1438134,313.7716302
539,-319.9462382,-363.8065224,-339.9316781,-46.31575555,-17.51472018,-27.32466479,-319.9462382,-363.8065224,-339.9316781,-46.31575555,55.43356711,53.43797379
540,-36.39109279,-45.75283827,-63.91175812,-110.5665177,276.006706,277.495831,-36.39109279,-45.75283827,-63.91175812,-110.5665177,383.7078648,377.400768
541,181.1935636,122.3960333,154.3322496,-57.30811399,486.2654959,494.8995041,181.1935636,122.3960333,154.3322496,-57.30811399,630.9910463,632.0803954
542,274.5661989,227.7474348,275.3578908,-43.0337243,595.4915226,603.6332995,274.5661989,227.7474348,275.3578908,-43.0337243,740.0659,752.7742364
543,309.708909,294.7763817,272.7916159,86.06272502,611.5033058,621.8068526,309.708909,294.7763817,272.7916159,86.06272502,732.557726,743.5565227
544,142.4123737,139.5643853,134.2868882,138.7386848,361.1874347,369.1838976,142.4123737,139.5643853,134.2868882,138.7386848,439.187692,447.6306535
545,-98.53305494,-10.1489525,-95.03149592,229.5844732,130.4392296,140.3982004,-98.53305494,-10.1489525,-95.03149592,229.5844732,149.3342105,146.8764011
546,26.92183275,114.390201,50.35873189,238.6572682,193.9289219,196.5478685,26.92183275,114.390201,50.35873189,238.6572682,184.5538787,189.1858141
547,30.60429044,110.163002,38.06242023,200.6969507,226.9940117,224.9025005,30.60429044,110.163002,38.06242023,200.6969507,187.5930618,194.0096749
548,175.5219546,222.143591,157.455896,5.529551776,378.4019749,367.5822069,175.5219546,222.143591,157.455896,5.529551776,347.3158471,360.9916467
549,60.62995542,106.9137215,74.4915943,84.45002569,357.9605205,343.628596,60.62995542,106.9137215,74.4915943,84.45002569,338.0150208,349.5882377
550,157.3711658,215.2865578,191.7377611,257.7995269,496.1812192,480.771912,157.3711658,215.2865578,191.7377611,257.7995269,499.9208449,510.861131
551,177.5661758,168.6442669,223.7042201,179.9108449,426.5525952,417.2430202,177.5661758,168.6442669,223.7042201,179.9108449,441.352526,449.2428418
552,431.2196129,452.7191489,412.3871156,130.6826288,693.2304987,689.7596209,431.2196129,452.7191489,412.3871156,130.6826288,716.877446,726.7143132
553,393.7162548,382.5593631,414.9048901,179.6286755,552.7334127,559.8641832,393.7162548,382.5593631,414.9048901,179.6286755,584.6542171,584.3314468
554,232.4729834,300.008094,306.766169,81.42342066,425.8386697,442.0641149,232.4729834,300.008094,306.766169,81.42342066,443.4720547,424.3304634
555,303.2361887,371.4898803,378.6765256,139.4105931,445.9890983,461.1641177,303.2361887,371.4898803,378.6765256,139.4105931,456.6313492,434.3987641
556,343.7926511,372.0562042,390.8894094,228.717201,523.1176754,525.8250614,343.7926511,372.0562042,390.8894094,228.717201,510.1073298,491.8229215
557,274.7479479,390.9733048,317.1540898,393.6040721,588.9710473,576.4276545,274.7479479,390.9733048,317.1540898,393.6040721,543.1295302,520.4573973
558,140.2065209,197.4650801,144.3135577,305.9119795,425.003049,395.4632345,140.2065209,197.4650801,144.3135577,305.9119795,365.644854,346.1185291
559,191.9515187,259.7315021,219.8769724,227.271309,497.3055437,458.2171868,191.9515187,259.7315021,219.8769724,227.271309,432.118135,411.1804941
560,139.3118756,186.7883008,158.2335784,146.8939827,437.6647344,401.2007011,139.3118756,186.7883008,158.2335784,146.8939827,395.9293377,374.9742057
561,98.53058994,194.427788,181.615563,78.38813405,419.5859949,390.2727966,98.53058994,194.427788,181.615563,78.38813405,409.7684162,395.8673851
562,-175.9202907,-186.3284145,-157.0870112,-130.3276406,168.3363925,142.8505452,-175.9202907,-186.3284145,-157.0870112,-130.3276406,204.0044515,212.4755796
563,-322.2387127,-337.1068228,-300.9672056,-283.4521542,-18.57414363,-34.62345133,-322.2387127,-337.1068228,-300.9672056,-283.4521542,39.92770757,48.66902901
564,-405.9649694,-452.9773202,-428.1101097,-246.4765505,-119.7339883,-124.2277063,-405.9649694,-452.9773202,-428.1101097,-246.4765505,-52.74612254,-47.04497003
565,-49.84259991,-110.9737257,-22.18591021,-48.29418547,149.9938274,158.0745508,-49.84259991,-110.9737257,-22.18591021,-48.29418547,219.0282848,215.3183161
566,141.6329325,96.37871225,110.798783,133.8494721,418.4253207,432.6225666,141.6329325,96.37871225,110.798783,133.8494721,502.5699078,503.5867503
567,66.49439134,13.53626616,82.71080182,173.6241028,316.2056475,329.0934136,66.49439134,13.53626616,82.71080182,173.6241028,402.710043,420.0124556
568,-204.3367791,-224.4186567,-196.3526273,150.4346079,90.10102269,101.7232124,-204.3367791,-224.4186567,-196.3526273,150.4346079,162.2073428,183.3257604
569,-459.2210331,-462.1309603,-439.8221919,-17.80195177,-210.8625968,-203.7954093,-459.2210331,-462.1309603,-439.8221919,-17.80195177,-171.1664876,-149.6459606
570,-250.8483939,-203.3170648,-263.6585098,-98.23566916,-70.47165225,-61.02484305,-250.8483939,-203.3170648,-263.6585098,-98.23566916,-59.32052193,-48.65525206
571,-332.0567536,-330.6810982,-320.4582314,-155.8831025,-203.1622555,-206.2158084,-332.0567536,-330.6810982,-320.4582314,-155.8831025,-216.6506969,-199.0534389
572,-161.0559559,-102.7456883,-173.4099107,-97.86313152,-34.8188181,-39.52030633,-161.0559559,-102.7456883,-173.4099107,-97.86313152,-42.9909117,-28.21002992
573,-178.8793272,-161.68918,-170.9584897,-116.3797823,-17.75140439,-32.2288522,-178.8793272,-161.68918,-170.9584897,-116.3797823,-22.40693677,-0.276874336
574,-26.08424916,-13.12067246,-58.20243427,-134.0012806,119.0392442,109.3233315,-26.08424916,-13.12067246,-58.20243427,-134.0012806,126.7946117,144.2314618
575,-69.22778441,-88.23827233,-87.18125206,-18.97568941,96.08134235,90.86110975,-69.22778441,-88.23827233,-87.18125206,-18.97568941,116.8766257,130.1813141
576,-126.5551522,-132.9250178,-103.7725621,34.82684242,28.71161143,39.2198155,-126.5551522,-132.9250178,-103.7725621,34.82684242,47.98062679,47.61225067
577,84.00141482,48.98670405,83.80419337,105.5391717,228.0386144,245.8019039,84.00141482,48.98670405,83.80419337,105.5391717,255.204441,257.4459536
578,67.85837492,16.83267664,43.10409622,19.67554546,191.8591,210.2080547,67.85837492,16.83267664,43.10409622,19.67554546,220.2156331,235.668494
579,-27.34961915,-61.35877227,-40.57651277,-68.2202393,67.14981804,88.06443171,-27.34961915,-61.35877227,-40.57651277,-68.2202393,95.1161502,121.8877316
580,-207.1994368,-199.8082193,-187.9525493,-119.3610186,-101.0656475,-81.29208229,-207.1994368,-199.8082193,-187.9525493,-119.3610186,-89.02895373,-55.55862932
581,-109.8026287,-87.25858236,-127.5123527,-157.9672533,32.42106129,44.89841043,-109.8026287,-87.25858236,-127.5123527,-157.9672533,37.6410108,89.13688968
582,105.0863899,105.9445287,77.7247332,-52.95729657,258.5911647,258.9062236,105.0863899,105.9445287,77.7247332,-52.95729657,254.6040928,307.7030812
583,98.75463429,68.0222789,84.18075326,-25.18690346,315.0452894,300.4282782,98.75463429,68.0222789,84.18075326,-25.18690346,306.5833124,357.5879684
584,-65.109814,-42.79162019,-32.03118182,-62.35464443,209.4662175,189.4960255,-65.109814,-42.79162019,-32.03118182,-62.35464443,197.653985,222.4557695
585,-258.5431896,-271.7316162,-230.955578,-212.4081517,24.93374707,2.827083415,-258.5431896,-271.7316162,-230.955578,-212.4081517,24.11975248,26.16155661
586,-286.2974237,-236.0578771,-275.2935439,-168.9254779,30.90049379,20.55349523,-286.2974237,-236.0578771,-275.2935439,-168.9254779,51.78302251,29.01335785
587,-452.8817678,-497.2263058,-469.9468547,-235.0786143,-150.6318083,-155.870447,-452.8817678,-497.2263058,-469.9468547,-235.0786143,-78.93619198,-98.67971992
588,-211.8653153,-272.2840826,-257.3562619,-271.7990766,136.3182897,136.074707,-211.8653153,-272.2840826,-257.3562619,-271.7990766,258.0198631,246.3380604
589,100.8021053,-22.33803005,23.84549706,-231.2481669,472.5612191,469.7375418,100.8021053,-22.33803005,23.84549706,-231.2481669,632.6617158,631.1868547
590,203.920015,83.83246894,175.8347655,-97.32638778,586.2320241,582.1191437,203.920015,83.83246894,175.8347655,-97.32638778,756.8495158,759.6383922
591,205.2688462,114.3858566,168.8024982,-127.1096851,583.5659104,581.3964651,205.2688462,114.3858566,168.8024982,-127.1096851,736.1665128,731.3711856
592,52.33939764,17.47366617,59.43894831,-72.92621671,402.204945,402.5404759,52.33939764,17.47366617,59.43894831,-72.92621671,517.7709847,505.7985412
593,-391.7716269,-350.9995778,-376.1173545,-227.1542841,-61.79517713,-55.26951171,-391.7716269,-350.9995778,-376.1173545,-227.1542841,-3.089011316,-26.47099962
594,-203.8093444,-177.6795703,-223.9804659,-224.1673792,13.70049632,18.14624629,-203.8093444,-177.6795703,-223.9804659,-224.1673792,49.17716024,26.95551384
595,-24.84393179,-20.02826105,-70.58170101,-237.4691899,210.371138,209.2179166,-24.84393179,-20.02826105,-70.58170101,-237.4691899,235.7233183,222.675361
596,102.3969184,105.2608565,83.46572782,-220.3553118,373.7739537,361.1345315,102.3969184,105.2608565,83.46572782,-220.3553118,411.5435127,410.1877019
597,-5.854544536,-21.69768545,-11.63609227,-375.5902755,328.6320787,305.8970806,-5.854544536,-21.69768545,-11.63609227,-375.5902755,385.6356542,394.5173538
598,-155.2945592,-161.6533642,-152.6509458,-416.0059799,244.9860614,220.2188693,-155.2945592,-161.6533642,-152.6509458,-416.0059799,305.0864319,312.8267764
599,79.50675413,17.78274117,35.95291132,-305.6108551,399.4965284,380.9656598,79.50675413,17.78274117,35.95291132,-305.6108551,468.5087696,469.9969225
600,234.1771237,184.7331175,194.6583605,-70.86060686,519.078642,511.6179514,234.1771237,184.7331175,194.6583605,-70.86060686,582.3190971,570.1698567
601,11.02725458,-12.62712233,49.55086502,88.17379406,215.1442803,226.0464393,11.02725458,-12.62712233,49.55086502,88.17379406,288.1915144,258.6574051
602,-373.5375811,-378.3187692,-298.1763103,-190.5480846,-198.4480246,-177.9692114,-373.5375811,-378.3187692,-298.1763103,-190.5480846,-137.0139281,-172.9777205
603,-244.9830188,-214.2632931,-252.3946103,-185.3355324,-65.27095998,-47.62436876,-244.9830188,-214.2632931,-252.3946103,-185.3355324,-2.929743217,-24.75453649
604,-137.5393381,-187.004095,-193.8701102,-108.2736244,54.98006867,54.22195772,-137.5393381,-187.004095,-193.8701102,-108.2736244,107.2199699,110.3466531
605,-11.89056876,-16.83967597,-55.24970192,146.3170047,273.9927588,256.4518704,-11.89056876,-16.83967597,-55.24970192,146.3170047,297.0402568,305.3500435
606,-62.82129096,-87.41753068,-92.14708989,126.3884878,220.023726,188.8400371,-62.82129096,-87.41753068,-92.14708989,126.3884878,227.7141849,240.5757706
607,293.6792014,305.3658232,282.3875117,201.005447,599.2851807,562.6020913,293.6792014,305.3658232,282.3875117,201.005447,585.6937816,592.8441024
608,86.58150343,100.2793865,86.61681534,-19.99194686,408.7371135,373.5919903,86.58150343,100.2793865,86.61681534,-19.99194686,404.3340521,410.0692966
609,-21.72303649,33.40147981,36.9841792,-9.87302394,273.7677852,248.1559232,-21.72303649,33.40147981,36.9841792,-9.87302394,282.4119668,288.1090943
610,-189.3039445,-178.7665219,-156.5745819,-99.60013121,82.3301759,66.56965394,-189.3039445,-178.7665219,-156.5745819,-99.60013121,106.5245164,120.3863044
611,221.0704124,218.368183,190.9824119,22.74691631,431.0461552,427.0927277,221.0704124,218.368183,190.9824119,22.74691631,471.088316,486.2344109
612,79.92569817,92.24208603,53.45893851,51.48511486,350.4639086,354.9643689,79.92569817,92.24208603,53.45893851,51.48511486,403.1170183,424.5531904
613,208.5441347,147.20717,217.5781195,172.8190748,407.3760936,413.6805607,208.5441347,147.20717,217.5781195,172.8190748,474.8116399,506.571192
614,182.0024907,159.259486,170.3276729,263.5723051,465.9251336,471.9891783,182.0024907,159.259486,170.3276729,263.5723051,536.6016593,570.0527155
615,367.8164602,335.3832705,362.3997106,351.7873518,617.3789462,620.9317022,367.8164602,335.3832705,362.3997106,351.7873518,676.4983457,716.2281266
616,186.8822098,206.7515075,216.1379153,354.5343111,448.0128872,456.7546723,186.8822098,206.7515075,216.1379153,354.5343111,482.8613042,507.2783693
617,107.7917719,141.0823742,121.0579178,216.9498694,331.5640194,339.0305079,107.7917719,141.0823742,121.0579178,216.9498694,347.8698535,367.889948
618,-27.80905875,30.79958984,14.21115445,59.55226711,123.7963336,137.4537944,-27.80905875,30.79958984,14.21115445,59.55226711,114.9612801,119.0125717
619,-160.4100266,-81.83373988,-128.4162193,-16.74360437,-22.2806825,-16.76170985,-160.4100266,-81.83373988,-128.4162193,-16.74360437,-41.07224909,-36.30498593
620,-4.947145056,55.0596415,-21.47144202,44.51732737,86.45433279,86.7192434,-4.947145056,55.0596415,-21.47144202,44.51732737,81.28815159,92.88815162
621,-17.18042534,6.048324495,-31.47273556,-57.07369131,114.0687452,101.8656062,-17.18042534,6.048324495,-31.47273556,-57.07369131,117.454449,141.7923218
622,152.927582,148.7403571,113.384665,-97.59467178,304.6260855,289.9807376,152.927582,148.7403571,113.384665,-97.59467178,313.4435041,339.0802064
623,111.7004505,131.2901677,105.3385341,-49.28384025,281.5074922,273.5219215,111.7004505,131.2901677,105.3385341,-49.28384025,294.421644,305.2932225
624,-7.126918414,-26.83108678,15.022371,-22.28362899,142.7790871,146.6649232,-7.126918414,-26.83108678,15.022371,-22.28362899,151.7163807,148.5463849
625,55.89444203,57.6149347,58.85894049,27.01799074,198.7435225,211.2837733,55.89444203,57.6149347,58.85894049,27.01799074,215.2573746,211.1491997
626,43.16002128,6.086058105,50.80503406,125.4348906,162.2754292,174.6762793,43.16002128,6.086058105,50.80503406,125.4348906,181.085022,195.3020714
627,60.6501514,70.35856176,55.97618831,148.8939397,186.9431956,204.3993091,60.6501514,70.35856176,55.97618831,148.8939397,200.8175321,223.4842147
628,-35.67693316,-53.64271483,-59.03341319,63.51376659,29.91562294,45.43823267,-35.67693316,-53.64271483,-59.03341319,63.51376659,39.69267741,78.25754689
629,-1.58911561,24.51140547,-41.24439062,-88.38367185,139.8578194,150.5218708,-1.58911561,24.51140547,-41.24439062,-88.38367185,153.1468107,211.2534124
630,70.34922058,69.78290257,76.01051074,26.18333095,224.2911706,223.3035417,70.34922058,69.78290257,76.01051074,26.18333095,230.1549012,291.6079736
631,87.7585113,71.28668606,90.76862412,210.2290022,306.871236,294.9890284,87.7585113,71.28668606,90.76862412,210.2290022,309.2619251,368.472128
632,-8.502241406,-0.564109261,13.57924994,178.2923012,252.6787281,234.4031386,-8.502241406,-0.564109261,13.57924994,178.2923012,246.00314,286.5052225
633,-191.9869576,-217.6468363,-193.7429303,-35.40514059,55.27407262,38.911226,-191.9869576,-217.6468363,-193.7429303,-35.40514059,55.90460121,67.89484377
634,-236.1643076,-157.4397629,-199.7239733,-29.15598554,73.44821082,69.70317216,-236.1643076,-157.4397629,-199.7239733,-29.15598554,88.30300264,69.30374403
635,-229.9140782,-248.8976696,-225.0864984,-1.617636149,55.16021967,56.89136286,-229.9140782,-248.8976696,-225.0864984,-1.617636149,116.2413483,99.13952383
636,113.6876216,52.29113229,80.05715269,-8.934477023,409.2629406,411.6949472,113.6876216,52.29113229,80.05715269,-8.934477023,521.8333661,517.7153689
637,370.1965712,294.536901,286.875285,-21.75561573,758.2250584,756.975695,370.1965712,294.536901,286.875285,-21.75561573,901.9794916,908.3780644
638,255.3321327,181.4968743,260.8427458,58.13739162,621.7290123,616.8065235,255.3321327,181.4968743,260.8427458,58.13739162,767.146242,776.6628575
639,293.9116731,241.4990328,271.8864985,35.06856931,650.1983173,647.7675582,293.9116731,241.4990328,271.8864985,35.06856931,768.6735171,764.3057642
640,224.4614313,243.2325896,254.3325228,153.7498647,509.152756,512.6590572,224.4614313,243.2325896,254.3325228,153.7498647,580.8454137,560.1074863
641,-58.32203294,-7.087715577,-39.68069677,103.0023404,183.8899889,194.218077,-58.32203294,-7.087715577,-39.68069677,103.0023404,207.123332,174.6272984
642,-109.2918946,-32.88090608,-84.78340634,148.5906243,126.911124,132.530359,-109.2918946,-32.88090608,-84.78340634,148.5906243,132.3852269,104.2350932
643,-123.1161658,-74.39882471,-142.6301622,13.74911705,113.7009821,112.8194884,-123.1161658,-74.39882471,-142.6301622,13.74911705,116.4098928,100.6147991
644,145.1412605,136.3488064,122.8424687,-1.501520937,379.4586791,364.5392268,145.1412605,136.3488064,122.8424687,-1.501520937,391.6049017,393.0321791
645,91.22550061,83.37759979,67.3871376,-5.901561399,399.558234,379.6745358,91.22550061,83.37759979,67.3871376,-5.901561399,430.9808203,439.1061407
646,26.1235222,35.69921678,48.46678852,-52.2417593,364.6764946,344.7183236,26.1235222,35.69921678,48.46678852,-52.2417593,409.1161287,417.9146486
647,198.2183033,153.5373757,187.6423028,-43.45426373,515.5049439,499.9150448,198.2183033,153.5373757,187.6423028,-43.45426373,571.5649879,578.076639
648,342.0614441,282.1257686,328.3173751,97.01128795,594.7443351,587.0689457,342.0614441,282.1257686,328.3173751,97.01128795,647.2936302,646.2932168
649,326.5356271,328.7476869,377.9995853,292.1201893,518.5806135,530.6010847,326.5356271,328.7476869,377.9995853,292.1201893,569.6175639,543.8187133
650,237.3692604,260.3416237,324.4276237,154.0506215,400.710655,423.1940282,237.3692604,260.3416237,324.4276237,154.0506215,432.6009746,393.6576035
651,253.0801121,330.8229782,284.5832543,87.75985888,419.9367868,441.1057907,253.0801121,330.8229782,284.5832543,87.75985888,448.0441353,416.4509593
652,58.3199142,56.15451693,68.77959326,-18.13813295,236.7234508,239.4441147,58.3199142,56.15451693,68.77959326,-18.13813295,245.4614066,236.2655374
653,36.19403863,110.6646739,43.82220165,56.56777044,280.0215509,269.0580649,36.19403863,110.6646739,43.82220165,56.56777044,255.4857722,243.9281396
654,64.66988406,61.05319345,39.88806359,50.33824048,309.7301582,278.8282425,64.66988406,61.05319345,39.88806359,50.33824048,271.5218923,272.5817677
655,258.9797759,307.4565023,263.8620453,51.19908105,548.9761598,511.7346737,258.9797759,307.4565023,263.8620453,51.19908105,500.7361976,495.7207848
656,194.7952757,210.0493244,216.499091,85.61049196,487.8299595,449.4639944,194.7952757,210.0493244,216.499091,85.61049196,464.1216449,461.4256926
657,27.26089533,88.17693141,113.7905774,-0.373777518,342.8522221,314.9906657,27.26089533,88.17693141,113.7905774,-0.373777518,337.027419,333.4311717
658,-97.84262754,-105.9261306,-76.81767123,-20.82726731,200.5717977,181.3347233,-97.84262754,-105.9261306,-76.81767123,-20.82726731,225.4107621,232.9041265
659,34.43707822,22.85845784,29.4740867,42.99501625,262.7918668,258.5086526,34.43707822,22.85845784,29.4740867,42.99501625,304.6604705,308.9517417
660,-207.3263906,-217.3533329,-210.5732405,-78.3455948,26.49320434,34.61597482,-207.3263906,-217.3533329,-210.5732405,-78.3455948,80.80549255,89.33976844
661,-186.8317762,-258.1573989,-169.4695535,-63.72115452,-28.69837366,-14.378617,-186.8317762,-258.1573989,-169.4695535,-63.72115452,36.35052538,53.41935983
662,-107.729041,-131.4047496,-123.8281429,-8.856305005,137.2547113,153.2437583,-107.729041,-131.4047496,-123.8281429,-8.856305005,206.75682,232.838801
663,177.094991,124.63339,156.2721869,111.8479794,406.9813461,416.9547223,177.094991,124.63339,156.2721869,111.8479794,473.020809,513.0288555
664,72.60196529,28.28388426,64.82708345,141.0361865,339.6417019,345.38929,72.60196529,28.28388426,64.82708345,141.0361865,390.1772506,428.2273642
665,-124.955596,-119.0578218,-100.7028993,47.79342125,145.4306804,148.4454282,-124.955596,-119.0578218,-100.7028993,47.79342125,169.8404476,201.0430115
666,-159.8028341,-104.3071559,-111.9483867,-94.21376916,56.0866654,63.46422906,-159.8028341,-104.3071559,-111.9483867,-94.21376916,46.43245458,58.48370774
667,113.1969807,163.0453472,130.9451229,268.8980762,267.3268757,270.6790864,113.1969807,163.0453472,130.9451229,268.8980762,239.7220804,248.4266799
668,152.3281052,201.9763631,129.6865017,233.1442814,249.2659593,252.8155024,152.3281052,201.9763631,129.6865017,233.1442814,237.6280338,251.6406389
669,-173.232714,-150.798659,-168.780093,-144.1538375,-51.50215614,-54.56838078,-173.232714,-150.798659,-168.780093,-144.1538375,-50.40379048,-25.69588928
670,-780.2639593,-722.3479525,-724.6340203,-606.9666992,-634.1089882,-630.5652968,-780.2639593,-722.3479525,-724.6340203,-606.9666992,-640.01277,-625.8294723
671,-239.6523743,-196.3879481,-261.7230698,-474.3575592,-120.3456572,-113.3075119,-239.6523743,-196.3879481,-261.7230698,-474.3575592,-116.7795212,-105.2999537
672,554.1139555,430.5167736,441.29673,72.02835229,664.131654,667.7721722,554.1139555,430.5167736,441.29673,72.02835229,687.6416049,707.1546611
673,312.1485622,233.9687413,310.3755465,147.2380894,504.9448214,511.5925954,312.1485622,233.9687413,310.3755465,147.2380894,541.4332516,555.2555741
674,67.77666174,75.59294929,152.7917516,36.56747843,306.9791003,319.6073333,67.77666174,75.59294929,152.7917516,36.56747843,334.8594854,342.7061238
675,154.7981358,140.9886533,176.880469,151.6725463,314.8822588,334.0060011,154.7981358,140.9886533,176.880469,151.6725463,327.979879,338.1441379
676,-10.15687984,-8.503534208,-56.79732332,45.1931534,88.10589986,113.4568791,-10.15687984,-8.503534208,-56.79732332,45.1931534,88.41470523,106.4530374
677,-172.8882431,-131.7287817,-176.7746901,-163.7519113,-92.03947134,-69.62179033,-172.8882431,-131.7287817,-176.7746901,-163.7519113,-99.19240704,-64.84393138
678,-157.3576149,-141.0406472,-113.394174,-403.3143221,-84.87263687,-72.07775262,-157.3576149,-141.0406472,-113.394174,-403.3143221,-95.1831314,-56.19785784
679,243.5363351,235.9720521,222.8587004,11.66223615,426.5720599,420.9116595,243.5363351,235.9720521,222.8587004,11.66223615,415.9813469,459.1554171
680,360.2851265,343.4085881,333.5849513,225.5137412,603.0869207,581.045649,360.2851265,343.4085881,333.5849513,225.5137412,592.3062896,628.3793761
681,348.9276711,321.8424297,354.8239323,196.1362529,656.8641002,628.0130942,348.9276711,321.8424297,354.8239323,196.1362529,662.7126103,675.7887851
682,306.5694115,320.8521439,374.2921346,282.3489548,684.5973169,666.6401463,306.5694115,320.8521439,374.2921346,282.3489548,693.8407134,668.1219613
683,180.8779252,194.4458984,205.8264636,121.5591076,534.4807095,530.3935961,180.8779252,194.4458984,205.8264636,121.5591076,570.8986903,527.5442678
684,8.661634221,-17.91002476,11.64729869,-141.1021665,300.4858227,306.5618883,8.661634221,-17.91002476,11.64729869,-141.1021665,374.5473508,333.8664778
685,-247.901558,-313.0142723,-254.2713585,-311.1377544,38.83056084,52.73017231,-247.901558,-313.0142723,-254.2713585,-311.1377544,139.9010181,104.2263287
686,-418.8347962,-454.5829432,-420.9959293,-498.0207929,-105.7627159,-93.12557857,-418.8347962,-454.5829432,-420.9959293,-498.0207929,18.48908373,-4.59279413
687,-137.3332914,-239.6314284,-205.4597987,-517.5120625,152.5786168,152.7324945,-137.3332914,-239.6314284,-205.4597987,-517.5120625,288.3988836,289.6570303
688,65.44561928,-26.04979562,23.06706746,-266.047988,383.6887273,373.9621036,65.44561928,-26.04979562,23.06706746,-266.047988,503.949769,507.8842126
689,175.977922,116.1526301,114.2108554,-177.7090585,567.7799607,551.8497751,175.977922,116.1526301,114.2108554,-177.7090585,663.516612,662.831767
690,389.2494723,321.085746,382.6830174,56.15818716,771.8184342,750.9866189,389.2494723,321.085746,382.6830174,56.15818716,839.7939709,832.3224807
691,175.7589833,160.7918555,196.2524527,101.4078876,550.2937777,536.38188,175.7589833,160.7918555,196.2524527,101.4078876,592.3541614,559.34607
692,137.8683181,180.128533,179.401402,46.17858262,391.6860978,391.5852116,137.8683181,180.128533,179.401402,46.17858262,425.151774,376.9417836
693,126.4057986,121.1233168,148.3831059,-135.5314544,345.4105036,351.8601658,126.4057986,121.1233168,148.3831059,-135.5314544,390.445312,359.3097726
694,-121.6475179,-77.54184487,-104.2694357,-241.0558405,164.992126,170.2227899,-121.6475179,-77.54184487,-104.2694357,-241.0558405,219.5554809,209.0733637
695,203.8546916,191.2919994,147.292345,-18.11524483,394.3704615,396.777545,203.8546916,191.2919994,147.292345,-18.11524483,457.9174127,463.8852312
696,194.5707228,97.30069706,160.2306637,-165.6557883,373.5375655,369.5610981,194.5707228,97.30069706,160.2306637,-165.6557883,427.4097135,440.9848681
697,241.2384974,203.6858936,208.9233725,-18.70086464,495.2254557,491.0033324,241.2384974,203.6858936,208.9233725,-18.70086464,553.0292398,558.0709711
698,-21.7552174,-26.30743611,56.67678543,-225.541829,231.1612337,226.8804172,-21.7552174,-26.30743611,56.67678543,-225.541829,263.2764435,254.7747255
699,119.9216544,139.2013355,165.0087597,-26.15741358,363.9349347,363.026235,119.9216544,139.2013355,165.0087597,-26.15741358,373.1331461,353.9424487
700,-81.86727706,-144.3586812,-92.79544166,-46.48351575,83.38999019,82.45408903,-81.86727706,-144.3586812,-92.79544166,-46.48351575,86.45746148,68.22446362
701,-60.16694184,-6.321499066,-60.67001437,11.10650074,120.2780341,128.0655307,-60.16694184,-6.321499066,-60.67001437,11.10650074,119.7803424,92.71758054
702,56.89208742,95.04566726,82.26596872,83.90879884,243.546303,246.6563564,56.89208742,95.04566726,82.26596872,83.90879884,248.8698689,234.0263394
703,142.1074191,110.84999,151.5708263,304.6402652,300.7362266,293.139358,142.1074191,110.84999,151.5708263,304.6402652,321.6115584,334.3669283
704,94.35686067,89.90079712,68.75512475,127.0529358,343.4470054,326.4497724,94.35686067,89.90079712,68.75512475,127.0529358,370.0408262,402.4577627
705,109.662633,92.41241669,88.67449388,-14.98793208,328.6099181,305.5472183,109.662633,92.41241669,88.67449388,-14.98793208,338.2277399,371.9941788
706,-130.2081358,-138.6489034,-115.0174737,-90.15360499,119.3236072,99.97775451,-130.2081358,-138.6489034,-115.0174737,-90.15360499,111.3052319,133.2608808
707,-50.99399252,-2.855236639,-12.30127409,-135.0737812,186.6274768,180.5137333,-50.99399252,-2.855236639,-12.30127409,-135.0737812,170.9065646,170.3566304
708,59.68808488,30.5009767,94.15313721,-128.7391297,209.2107079,213.4434533,59.68808488,30.5009767,94.15313721,-128.7391297,200.3324701,200.2556278
709,131.6253315,141.4347355,149.1101172,69.59762157,378.1280739,387.1057403,131.6253315,141.4347355,149.1101172,69.59762157,385.0469451,393.2913039
710,40.05404886,39.12067669,34.39612713,164.2301332,327.453599,335.6712517,40.05404886,39.12067669,34.39612713,164.2301332,365.8537189,392.3180581
711,207.6863457,164.8332342,188.5459221,315.5350036,447.2146944,453.741604,207.6863457,164.8332342,188.5459221,315.5350036,502.682335,546.1442454
712,17.99398251,-27.65075448,12.39238801,226.1484537,261.6888616,267.1718165,17.99398251,-27.65075448,12.39238801,226.1484537,306.5811524,357.2874754
713,-31.91381352,-28.23624997,-31.014167,127.9682874,158.4596358,169.6066742,-31.91381352,-28.23624997,-31.014167,127.9682874,188.68192,231.8418417
714,-62.75842738,-45.24251689,-26.75956384,11.5481527,128.8888628,144.1938698,-62.75842738,-45.24251689,-26.75956384,11.5481527,141.2800056,169.1408305
715,-308.1891562,-282.9425244,-283.9537895,-338.479554,-117.7293423,-106.0780251,-308.1891562,-282.9425244,-283.9537895,-338.479554,-117.0912299,-97.14347131
