,k2=600,,,,,,k2=900,,,,,
,LS,LAV,SVR,MLP,AsyLAV,AsySVR,LS,LAV,SVR,MLP,AsyLAV,AsySVR
178,-760.6894859,-709.479859,-749.0132592,-634.3514781,-407.645936,-421.3200424,-760.6894859,-709.479859,-749.0132592,-634.3514781,-361.5159748,-351.7388737
179,-237.4110568,-282.1069565,-283.5509007,-488.8085323,-24.10576267,-37.88108979,-237.4110568,-282.1069565,-283.5509007,-488.8085323,19.96093937,41.05852568
180,157.0059593,95.17001542,70.85326264,-224.4072027,382.583696,374.4677722,157.0059593,95.17001542,70.85326264,-224.4072027,441.0600909,465.1999009
181,47.90024899,-0.410725505,91.92846117,-183.0118677,295.398286,293.029092,47.90024899,-0.410725505,91.92846117,-183.0118677,362.8697487,381.5892403
182,-193.5921059,-149.0852431,-156.8411998,-199.2370013,128.5873668,134.0184041,-193.5921059,-149.0852431,-156.8411998,-199.2370013,201.5519834,212.2085279
183,175.6376523,117.0758306,152.4438976,32.52272714,434.5893151,434.1614993,175.6376523,117.0758306,152.4438976,32.52272714,512.7836107,537.7592153
184,182.6811497,152.3459694,154.0500967,150.7861138,432.9306847,436.6728331,182.6811497,152.3459694,154.0500967,150.7861138,492.719422,505.1863272
185,55.4593542,65.13029496,82.25246854,169.1802933,256.7556286,261.8764333,55.4593542,65.13029496,82.25246854,169.1802933,301.6272377,305.2032278
186,-74.10228099,-13.34523951,-9.464482175,128.7344513,59.6659349,72.18913729,-74.10228099,-13.34523951,-9.464482175,128.7344513,66.63101154,47.84764843
187,-32.30012763,36.91420478,-33.15173553,-53.18731284,71.41857041,76.41587274,-32.30012763,36.91420478,-33.15173553,-53.18731284,68.19015575,56.35475813
188,240.9253327,286.2766089,195.7273814,56.04116238,332.4901318,328.168237,240.9253327,286.2766089,195.7273814,56.04116238,337.5277854,339.1652208
189,-202.5339396,-173.8695419,-173.7028966,-38.93122184,-71.45629475,-88.97582848,-202.5339396,-173.8695419,-173.7028966,-38.93122184,-75.93099037,-63.8599065
190,2.148146029,36.17894895,-26.85181673,-80.65719707,135.6570286,116.8298493,2.148146029,36.17894895,-26.85181673,-80.65719707,132.3510146,141.3542385
191,2.581069569,21.7565266,-14.02445985,-83.94889411,187.1591192,167.1449566,2.581069569,21.7565266,-14.02445985,-83.94889411,175.324627,182.3421282
192,-4.645866821,-2.652926735,-17.8092416,-59.30812003,142.9969985,131.9758173,-4.645866821,-2.652926735,-17.8092416,-59.30812003,136.3656382,136.1212426
193,341.2562984,293.6243741,324.10991,335.6075014,475.4334291,468.1413323,341.2562984,293.6243741,324.10991,335.6075014,489.9757082,495.4380516
194,178.0825753,147.9831505,197.7595004,316.3370565,343.2502406,344.3565089,178.0825753,147.9831505,197.7595004,316.3370565,373.3615566,390.127267
195,101.0274409,108.1179585,112.034065,302.6778662,270.1189064,280.7424206,101.0274409,108.1179585,112.034065,302.6778662,316.3169778,343.1177091
196,-119.932155,-107.2982689,-127.3244279,60.25868642,35.8096078,48.03772016,-119.932155,-107.2982689,-127.3244279,60.25868642,74.5070043,119.1052396
197,-57.19406182,-91.08406903,-107.444444,-87.35472342,65.73591077,76.76555804,-57.19406182,-91.08406903,-107.444444,-87.35472342,103.780885,166.5539628
198,94.46379546,74.72136734,82.40040956,-88.33840819,257.0411511,261.301231,94.46379546,74.72136734,82.40040956,-88.33840819,280.845185,335.9930107
199,45.34448958,52.9165313,47.2080421,-188.0426631,239.2749862,235.7654616,45.34448958,52.9165313,47.2080421,-188.0426631,256.6550561,304.5678815
200,39.58822016,63.95476823,65.61700209,26.37378743,280.8772265,267.8036329,39.58822016,63.95476823,65.61700209,26.37378743,302.1594365,338.9262908
201,-329.7259774,-354.0203344,-321.642092,-139.4502914,-19.43972817,-40.80332096,-329.7259774,-354.0203344,-321.642092,-139.4502914,-0.651733859,29.14749563
202,-261.3651364,-163.5518236,-257.7073621,-74.6729952,76.30728105,64.28388415,-261.3651364,-163.5518236,-257.7073621,-74.6729952,104.470999,106.6486121
203,-199.506703,-240.4317445,-233.8811365,-192.5369209,78.23269122,66.56071174,-199.506703,-240.4317445,-233.8811365,-192.5369209,132.7820268,131.9798036
204,54.18111753,30.21238773,15.85179982,17.58383806,326.4203956,323.7709186,54.18111753,30.21238773,15.85179982,17.58383806,421.3502347,416.6757679
205,46.956004,23.40568602,22.05133151,-178.2447989,386.9239638,382.7189381,46.956004,23.40568602,22.05133151,-178.2447989,519.4631379,527.8828667
206,149.1972206,98.53950608,159.1795256,-90.22497903,504.3851286,497.8540957,149.1972206,98.53950608,159.1795256,-90.22497903,633.3207075,655.8942935
207,-38.71598004,-75.69943878,-84.04825258,49.53382432,297.9914302,297.6339865,-38.71598004,-75.69943878,-84.04825258,49.53382432,408.8554911,421.1860601
208,-192.3651523,-171.3048964,-218.220682,-36.64276616,106.4341776,113.4969819,-192.3651523,-171.3048964,-218.220682,-36.64276616,181.8914807,185.5055971
209,-409.2486805,-359.6076197,-398.1107493,67.55858988,-155.5552498,-140.2882445,-409.2486805,-359.6076197,-398.1107493,67.55858988,-119.8120448,-126.4308364
210,-390.5109628,-357.5992332,-376.514509,24.01538709,-137.8763077,-131.4408936,-390.5109628,-357.5992332,-376.514509,24.01538709,-119.6854826,-115.1195429
211,-254.4148075,-217.5018144,-286.1540486,93.78913572,34.21286677,33.89065953,-254.4148075,-217.5018144,-286.1540486,93.78913572,42.48849239,61.59776114
212,-54.5341218,-95.00006781,-95.09207731,-7.806430024,192.965938,178.9987813,-54.5341218,-95.00006781,-95.09207731,-7.806430024,213.2115761,245.4186265
213,118.0472282,151.4028146,72.73656824,140.1331567,494.5586966,476.3801458,118.0472282,151.4028146,72.73656824,140.1331567,528.4260788,562.6067987
214,-80.8579302,-62.80270571,-55.04343963,-87.86041425,250.6379836,233.7905809,-80.8579302,-62.80270571,-55.04343963,-87.86041425,293.3425602,325.3225969
215,-173.6303652,-159.2347693,-117.8498437,-339.5238196,113.9060215,106.2070643,-173.6303652,-159.2347693,-117.8498437,-339.5238196,152.3476156,171.6609855
216,-314.8601096,-284.2422214,-319.540834,-481.9124909,-68.13633914,-67.81446877,-314.8601096,-284.2422214,-319.540834,-481.9124909,-44.10247691,-39.33170208
217,252.7833719,239.0172997,233.9748252,31.23513532,379.8488436,386.8212191,252.7833719,239.0172997,233.9748252,31.23513532,417.3252326,407.3617678
218,556.6379361,596.1259666,597.9147097,585.7178397,795.0695518,802.8407762,556.6379361,596.1259666,597.9147097,585.7178397,826.3229614,802.2046276
219,1073.367545,1115.409087,1122.919548,1151.508294,1267.445029,1271.603284,1073.367545,1115.409087,1122.919548,1151.508294,1313.078725,1292.17058
220,772.1703459,818.7946939,824.0732881,1181.095743,1092.711214,1088.33508,772.1703459,818.7946939,824.0732881,1181.095743,1111.438185,1094.248365
221,158.4116954,293.2938054,214.3355493,786.9625229,507.357769,500.367826,158.4116954,293.2938054,214.3355493,786.9625229,478.7353524,447.8937613
222,-226.2816478,-114.1482512,-198.318078,416.5979582,41.4333547,27.0191797,-226.2816478,-114.1482512,-198.318078,416.5979582,-9.475420836,-42.30459806
223,-42.93588534,35.60790845,-22.6549435,126.9803717,154.9323428,130.2941414,-42.93588534,35.60790845,-22.6549435,126.9803717,78.69777879,48.56680176
224,56.06786842,79.81340288,73.76249567,-13.11165893,181.9113405,155.476355,56.06786842,79.81340288,73.76249567,-13.11165893,134.6258374,114.5471072
225,-74.19517363,21.97416067,-10.35024815,-276.3692144,225.1952277,195.0888512,-74.19517363,21.97416067,-10.35024815,-276.3692144,203.2615747,196.1327464
226,-341.176113,-302.394177,-329.9192002,-569.1642913,10.58944216,-19.413059,-341.176113,-302.394177,-329.9192002,-569.1642913,41.45600252,49.51987834
227,-51.56208298,-125.5778239,-88.63134633,-316.8057858,256.9168333,225.4120183,-51.56208298,-125.5778239,-88.63134633,-316.8057858,321.2926143,336.9623516
228,51.76375425,-20.10297274,14.02398983,-83.63054643,404.5770927,381.585683,51.76375425,-20.10297274,14.02398983,-83.63054643,481.549087,490.7364161
229,-14.14253379,-109.7737237,30.0295748,47.83679549,208.8946884,202.763297,-14.14253379,-109.7737237,30.0295748,47.83679549,293.6706769,284.3019612
230,-52.27302862,-63.85524685,-10.21451562,227.6990353,230.8172129,241.4754924,-52.27302862,-63.85524685,-10.21451562,227.6990353,303.9103249,283.0375603
231,8.247617655,1.719246401,-2.371022253,287.6732046,199.8406435,218.0140342,8.247617655,1.719246401,-2.371022253,287.6732046,285.0489746,279.4895713
232,94.36027232,46.38102344,74.90893522,436.3604718,238.3461452,255.6098795,94.36027232,46.38102344,74.90893522,436.3604718,322.447075,331.792726
233,-123.3219458,-77.99132716,-87.41547852,379.6900698,104.8205467,117.3761767,-123.3219458,-77.99132716,-87.41547852,379.6900698,160.6719276,178.4844442
234,-86.95986367,-42.30216817,-76.19265853,203.8853351,106.9162712,108.2879869,-86.95986367,-42.30216817,-76.19265853,203.8853351,129.4947812,151.7389449
235,18.67018567,25.53915289,-27.36503162,-202.6513779,242.9933985,221.4135793,18.67018567,25.53915289,-27.36503162,-202.6513779,230.4015658,263.3433454
236,-7.3019478,14.51276825,-40.82193766,-367.992036,160.2049717,132.9312521,-7.3019478,14.51276825,-40.82193766,-367.992036,122.3765554,139.4050711
237,-178.3504096,-129.1534804,-149.4073584,-382.8652826,-10.71287673,-37.66502574,-178.3504096,-129.1534804,-149.4073584,-382.8652826,-43.26076509,-35.94831518
238,-97.73112154,-61.99496685,-58.39590904,-39.77043905,34.80224702,23.14048109,-97.73112154,-61.99496685,-58.39590904,-39.77043905,21.42351912,22.57883088
239,-64.46389389,4.594021433,-60.95972514,331.9029471,112.2483496,116.3977468,-64.46389389,4.594021433,-60.95972514,331.9029471,139.7073504,144.0085915
240,-68.50604201,-115.5242805,-101.454977,478.1010245,71.14236729,81.37919131,-68.50604201,-115.5242805,-101.454977,478.1010245,130.2106394,158.963707
241,18.04175301,-63.60231903,-9.510672889,244.0648656,142.0480149,159.1631909,18.04175301,-63.60231903,-9.510672889,244.0648656,215.1480567,246.3483729
242,167.4039914,95.73514007,141.9484403,-186.1041221,292.5554683,309.3844343,167.4039914,95.73514007,141.9484403,-186.1041221,358.5423481,390.6190201
243,280.3661868,253.7623602,271.1144633,-241.2870687,358.1517394,380.5583026,280.3661868,253.7623602,271.1144633,-241.2870687,399.6481098,429.0452384
244,5.295332532,21.85555525,31.67582426,-331.0722624,103.1637581,123.0550869,5.295332532,21.85555525,31.67582426,-331.0722624,121.6891899,158.3283285
245,-150.2531244,-105.1471428,-152.6085282,-187.1467439,-12.25966935,4.979807657,-150.2531244,-105.1471428,-152.6085282,-187.1467439,-22.86148019,21.88762915
246,-119.6750363,-49.41779767,-107.2277033,-210.0651274,3.151782042,13.3788132,-119.6750363,-49.41779767,-107.2277033,-210.0651274,-30.69065078,7.929932263
247,36.85806884,44.50466617,10.96143807,-17.27253498,189.7904786,185.6936526,36.85806884,44.50466617,10.96143807,-17.27253498,148.3672995,185.1249312
248,-6.229759036,61.45502185,27.14132775,207.6109362,198.9528739,185.0661113,-6.229759036,61.45502185,27.14132775,207.6109362,166.0736946,190.5577121
249,-173.2942818,-164.2957444,-151.655809,17.58235771,102.5972389,75.15607034,-173.2942818,-164.2957444,-151.655809,17.58235771,87.683682,115.8671759
250,-187.509222,-133.729563,-186.6181508,61.25865531,138.2141516,110.675664,-187.509222,-133.729563,-186.6181508,61.25865531,138.830459,159.194459
251,-238.4216659,-279.791188,-298.5797402,-44.09393359,19.81836236,0.879280641,-238.4216659,-279.791188,-298.5797402,-44.09393359,63.39224556,77.78573763
252,44.46210859,34.52087182,17.21073209,180.8886769,325.2836708,324.2536656,44.46210859,34.52087182,17.21073209,180.8886769,407.0614642,408.9439917
253,288.9475004,205.2538568,282.8329868,371.2237602,568.4389421,577.5943929,288.9475004,205.2538568,282.8329868,371.2237602,690.2525103,693.7123921
254,439.8774896,392.6204697,495.9250187,646.3427317,787.8153036,801.0598194,439.8774896,392.6204697,495.9250187,646.3427317,916.1171039,921.0446281
255,602.976282,567.3067856,590.038966,673.283532,985.0718305,998.1902505,602.976282,567.3067856,590.038966,673.283532,1095.288616,1096.844963
256,416.8739856,373.5104406,412.1159493,580.528043,723.026767,732.7141034,416.8739856,373.5104406,412.1159493,580.528043,795.4267261,794.5338191
257,123.3569563,243.2581405,142.0279208,424.0028434,484.117175,496.3746113,123.3569563,243.2581405,142.0279208,424.0028434,502.2436879,488.0797661
258,165.3158714,246.6795069,211.9639807,193.3886488,391.60462,398.3616814,165.3158714,246.6795069,211.9639807,193.3886488,377.3136459,366.3152516
259,205.3427757,310.5641731,229.9454505,-93.81624353,459.7536378,459.7506085,205.3427757,310.5641731,229.9454505,-93.81624353,428.6838599,423.2158086
260,97.34643473,137.9365607,90.73107191,-458.0637992,381.9849535,363.3271975,97.34643473,137.9365607,90.73107191,-458.0637992,362.4572724,371.2775855
261,186.9332941,231.4113166,211.2911946,-477.7156318,505.6278914,476.5725161,186.9332941,231.4113166,211.2911946,-477.7156318,507.0250875,507.4502148
262,314.6421275,349.8301227,365.9546745,-295.0541734,713.1871634,679.3854658,314.6421275,349.8301227,365.9546745,-295.0541734,719.1760161,703.5459601
263,527.4728387,529.9537094,562.816684,-129.4185468,817.1946309,795.0678005,527.4728387,529.9537094,562.816684,-129.4185468,840.1893243,804.9144123
264,442.028395,429.7277641,446.4433685,-129.6103749,710.5790188,703.9481892,442.028395,429.7277641,446.4433685,-129.6103749,744.4699915,696.9800775
265,26.23387277,72.4429899,81.88954049,-11.47008572,259.6943491,274.9324122,26.23387277,72.4429899,81.88954049,-11.47008572,308.9680121,247.5313007
266,-343.6024587,-350.6063064,-292.2781445,-55.750813,-184.2862627,-161.6721392,-343.6024587,-350.6063064,-292.2781445,-55.750813,-122.3322527,-173.9449595
267,-295.0723906,-305.1447983,-276.8953265,-6.006533065,-161.4238307,-142.2145046,-295.0723906,-305.1447983,-276.8953265,-6.006533065,-99.39075925,-130.6534156
268,-169.2892076,-219.1747502,-184.5387776,99.44281876,-24.60764364,-18.62315562,-169.2892076,-219.1747502,-184.5387776,99.44281876,21.4737598,13.66647022
269,-128.5309424,-123.1468007,-144.1047925,184.0575514,143.3015599,130.879759,-128.5309424,-123.1468007,-144.1047925,184.0575514,153.4518923,155.7998551
270,-142.2228767,-144.3766214,-175.542458,167.5105629,173.2197779,142.9087374,-142.2228767,-144.3766214,-175.542458,167.5105629,166.7259401,178.5260924
271,-78.00986265,-94.36954213,-76.41337124,7.22868932,210.8058693,169.483129,-78.00986265,-94.36954213,-76.41337124,7.22868932,181.5293652,190.9818159
272,-59.51090037,-47.48133413,-42.80562398,11.43746188,222.9668435,184.8407126,-59.51090037,-47.48133413,-42.80562398,11.43746188,195.4935126,199.424244
273,-14.71269741,31.42811394,37.74335505,-0.63158448,258.374016,232.5210019,-14.71269741,31.42811394,37.74335505,-0.63158448,247.9347042,248.7583017
274,-94.23431604,-76.73397981,-59.09359891,-90.12129865,186.232343,172.3542446,-94.23431604,-76.73397981,-59.09359891,-90.12129865,211.5170851,221.9424079
275,-34.42581374,-44.93712832,-35.22089187,-115.9917243,203.8891597,201.5896486,-34.42581374,-44.93712832,-35.22089187,-115.9917243,259.7386369,276.3569738
276,-67.07127008,-112.3130566,-75.89786466,-84.69055062,144.9521779,151.4986336,-67.07127008,-112.3130566,-75.89786466,-84.69055062,218.2748317,240.8929204
277,59.95438313,2.619399327,72.37410098,22.89676361,274.0888847,287.667113,59.95438313,2.619399327,72.37410098,22.89676361,348.3000438,370.0733754
278,-12.09105562,-19.71363968,-12.1811667,20.95830397,248.3901349,264.2608545,-12.09105562,-19.71363968,-12.1811667,20.95830397,314.3239459,333.1397228
279,165.7944029,103.2729605,144.3690309,79.704708,366.7669575,378.1045776,165.7944029,103.2729605,144.3690309,79.704708,424.0098515,454.6943677
280,61.59988834,51.33160931,78.55787856,171.1865744,292.2478254,305.2148216,61.59988834,51.33160931,78.55787856,171.1865744,322.5029575,342.0269604
281,-83.80647927,-45.9235388,-57.67457387,49.31167676,134.4800351,146.8075054,-83.80647927,-45.9235388,-57.67457387,49.31167676,149.8630663,164.9246691
282,-248.3166868,-186.353422,-200.8171842,-5.524269849,-72.84353488,-60.17816148,-248.3166868,-186.353422,-200.8171842,-5.524269849,-81.92962473,-74.24759596
283,-461.1773034,-409.5118683,-441.7603327,-116.6619825,-303.8566554,-300.8636354,-461.1773034,-409.5118683,-441.7603327,-116.6619825,-323.5380346,-310.3455968
284,-221.0839431,-190.6438423,-255.9364338,-53.76809012,-117.6755327,-121.6856868,-221.0839431,-190.6438423,-255.9364338,-53.76809012,-132.4815673,-113.5864976
285,-78.52370931,-75.65951787,-105.6978719,-105.2619573,45.61844964,33.34768238,-78.52370931,-75.65951787,-105.6978719,-105.2619573,36.9901601,58.82861232
286,58.30482966,41.70180337,33.79026786,-65.67872622,188.2940308,178.4362492,58.30482966,41.70180337,33.79026786,-65.67872622,195.6456643,213.1610308
287,31.91757884,30.85222948,33.52227745,29.41754679,187.8413445,186.9410166,31.91757884,30.85222948,33.52227745,29.41754679,210.2722923,217.9676352
288,-20.65383982,-52.89172519,-4.88979964,57.47165851,150.2352353,160.2763555,-20.65383982,-52.89172519,-4.88979964,57.47165851,179.4709994,182.3311549
289,-136.7974473,-164.3109729,-126.5190576,1.152032738,28.70505902,48.13691218,-136.7974473,-164.3109729,-126.5190576,1.152032738,55.68686755,53.86976043
290,16.03710989,-34.43245915,6.109238967,2.200342224,138.7813073,160.0847928,16.03710989,-34.43245915,6.109238967,2.200342224,163.2061915,170.019443
291,84.32287228,50.49900259,61.28107322,-77.91844869,198.1462071,220.9639368,84.32287228,50.49900259,61.28107322,-77.91844869,213.6495969,226.7142878
292,-8.62077853,-35.86444557,-21.30218665,-21.99719981,104.0575585,120.7035298,-8.62077853,-35.86444557,-21.30218665,-21.99719981,115.6015252,145.3352021
293,-255.358714,-219.9929398,-252.595861,-235.919859,-58.5733027,-48.88618648,-255.358714,-219.9929398,-252.595861,-235.919859,-53.10279885,-8.386571029
294,-69.96591178,-73.08594492,-86.3508405,-149.3516618,119.3229254,115.2368628,-69.96591178,-73.08594492,-86.3508405,-149.3516618,124.3466737,177.0747512
295,18.63369492,-34.73006088,-19.57266155,-61.25009385,256.35256,239.6922249,18.63369492,-34.73006088,-19.57266155,-61.25009385,262.015524,312.0620436
296,8.215389454,5.543153225,11.5289048,-75.75805488,316.3720666,293.5896962,8.215389454,5.543153225,11.5289048,-75.75805488,322.8734288,349.3541008
297,-151.4984266,-193.3520745,-117.930562,-135.2196169,148.910546,127.8075652,-151.4984266,-193.3520745,-117.930562,-135.2196169,168.895869,166.2256546
298,-314.9947168,-301.0360827,-283.7912991,-213.1997612,29.51717688,19.34791005,-314.9947168,-301.0360827,-283.7912991,-213.1997612,65.3416755,33.50090592
299,-331.7642103,-375.5392225,-366.9940396,-262.6669491,-13.24591212,-15.66868041,-331.7642103,-375.5392225,-366.9940396,-262.6669491,72.25917419,39.82055982
300,-141.0952682,-225.1258214,-183.9757439,-244.5067128,169.7356861,172.4203615,-141.0952682,-225.1258214,-183.9757439,-244.5067128,302.708787,280.3971855
301,316.978586,211.9054592,236.3750656,-19.92133481,696.2822681,698.7678163,316.978586,211.9054592,236.3750656,-19.92133481,868.9212324,860.9196586
302,176.0828771,36.14540534,136.3824961,-22.14538736,552.5440946,550.799399,176.0828771,36.14540534,136.3824961,-22.14538736,731.5145681,735.856434
303,132.8632153,48.23547343,108.8385048,2.425066241,512.5827001,511.7579901,132.8632153,48.23547343,108.8385048,2.425066241,662.2977289,659.0275904
304,-55.18810502,-79.27016919,-51.20755582,56.77647305,328.0745296,327.540222,-55.18810502,-79.27016919,-51.20755582,56.77647305,430.4552997,413.7993413
305,-51.24553408,-52.02500037,-70.01080794,52.0029115,252.8406234,253.4689997,-51.24553408,-52.02500037,-70.01080794,52.0029115,309.5738127,285.5675608
306,-35.54985351,-16.03995852,-38.47243221,85.69660224,255.5625003,252.8036974,-35.54985351,-16.03995852,-38.47243221,85.69660224,285.6602061,263.5447958
307,-39.98819084,-4.952237503,-49.6283991,-94.79864853,232.9828036,227.8047029,-39.98819084,-4.952237503,-49.6283991,-94.79864853,251.5870442,233.6110427
308,131.2577272,129.8459512,87.47213744,-117.6086283,426.6049247,414.6414854,131.2577272,129.8459512,87.47213744,-117.6086283,461.8510962,455.7624573
309,-135.2684841,-164.0789996,-146.9263258,-302.592756,204.4548578,186.928334,-135.2684841,-164.0789996,-146.9263258,-302.592756,255.4347814,257.6657253
310,-69.85487247,-88.29551109,-84.46483629,-235.3522059,273.3545598,254.6883915,-69.85487247,-88.29551109,-84.46483629,-235.3522059,347.9663434,354.6805396
311,33.87858012,-60.13181907,10.89031753,-255.2190841,318.2466662,301.1295379,33.87858012,-60.13181907,10.89031753,-255.2190841,398.226744,404.152599
312,-24.63584727,-90.54722873,-52.68022754,-284.6556331,239.75751,234.8529973,-24.63584727,-90.54722873,-52.68022754,-284.6556331,313.6936627,308.2560818
313,-211.0700145,-238.8557434,-204.3122663,-255.0938104,-13.30648797,-4.227606934,-211.0700145,-238.8557434,-204.3122663,-255.0938104,61.70473608,42.76781095
314,-270.9105863,-296.3268673,-252.3242931,-308.5464145,-122.230894,-103.7763965,-270.9105863,-296.3268673,-252.3242931,-308.5464145,-53.70329467,-78.72330277
315,-228.4425319,-244.3394301,-234.5496395,-213.1581598,-69.33263359,-52.8379761,-228.4425319,-244.3394301,-234.5496395,-213.1581598,-0.668469333,-16.82915865
316,-355.5745817,-396.4883549,-373.4361568,-169.2722848,-146.4695002,-146.0183976,-355.5745817,-396.4883549,-373.4361568,-169.2722848,-87.78757462,-80.50605493
317,-230.1855547,-220.1939113,-273.3757192,-80.13935911,64.69648972,47.81551294,-230.1855547,-220.1939113,-273.3757192,-80.13935911,102.1197161,120.238931
318,-115.1786621,-187.0380497,-186.0470584,-140.633389,156.6352315,123.2624234,-115.1786621,-187.0380497,-186.0470584,-140.633389,169.9961828,194.0323701
319,8.012085486,20.77240345,-30.187627,-135.2768215,325.4494071,290.4242327,8.012085486,20.77240345,-30.187627,-135.2768215,326.1835181,343.1678322
320,182.5121107,179.8843773,187.1503521,5.502919017,469.2807742,438.2027552,182.5121107,179.8843773,187.1503521,5.502919017,483.7129907,497.8901169
321,258.8546181,300.5396298,319.7573483,98.26198745,560.2219427,541.1906637,258.8546181,300.5396298,319.7573483,98.26198745,585.2306233,598.0909715
322,351.2506633,359.4047491,338.390884,130.0239173,657.8116156,646.1629382,351.2506633,359.4047491,338.390884,130.0239173,704.7028586,732.2980817
323,178.807021,157.7332944,182.102542,8.558406345,428.0068546,426.3357482,178.807021,157.7332944,182.102542,8.558406345,481.4467126,511.3049041
324,-222.2036627,-182.9568196,-202.6564813,-168.5942623,17.44345936,31.30483854,-222.2036627,-182.9568196,-202.6564813,-168.5942623,55.54281721,70.95892743
325,-122.2690047,-121.1674302,-120.2589096,-234.6221029,26.33549338,46.05603168,-122.2690047,-121.1674302,-120.2589096,-234.6221029,62.07773505,79.58226798
326,-134.9979612,-147.2285321,-154.6902603,-245.3052692,46.1145714,63.38674525,-134.9979612,-147.2285321,-154.6902603,-245.3052692,86.76164622,118.6089199
327,168.479814,146.4562647,138.9280938,-99.82444179,388.6538426,396.7068782,168.479814,146.4562647,138.9280938,-99.82444179,437.995405,482.8711004
328,134.3234121,105.3590214,118.7708776,-99.30556346,394.0165753,393.5975852,134.3234121,105.3590214,118.7708776,-99.30556346,439.5780669,486.2043993
329,28.28014877,5.779517639,25.74270343,-183.3322398,286.5317885,283.3685351,28.28014877,5.779517639,25.74270343,-183.3322398,321.1031382,356.6590628
330,-4.740623159,53.18511067,41.49003281,-190.2747055,234.0275356,237.4587299,-4.740623159,53.18511067,41.49003281,-190.2747055,248.29324,255.26913
331,-58.31035825,3.100631693,-27.06867518,-145.1174193,89.1769031,93.75416792,-58.31035825,3.100631693,-27.06867518,-145.1174193,83.40631149,81.14130161
332,280.2274128,304.9680896,261.3834443,92.29063953,362.7872223,365.7768621,280.2274128,304.9680896,261.3834443,92.29063953,365.6891634,367.8827649
333,-30.03572182,-5.750735632,-30.75644772,139.5212355,66.95426163,66.58159762,-30.03572182,-5.750735632,-30.75644772,139.5212355,65.39179324,70.03017052
334,160.5288794,238.685382,148.2680195,33.15061142,234.9925299,239.1520738,160.5288794,238.685382,148.2680195,33.15061142,241.5572326,240.9881539
335,122.7074604,110.8729659,116.224604,93.15762689,219.775488,220.8543078,122.7074604,110.8729659,116.224604,93.15762689,224.0815007,228.8048364
336,44.49670798,56.50631015,39.36634877,71.42130646,207.0062408,209.8003654,44.49670798,56.50631015,39.36634877,71.42130646,211.4122351,216.7815752
337,74.67740731,71.50013022,71.27270706,75.82066333,277.36478,276.3256806,74.67740731,71.50013022,71.27270706,75.82066333,281.8825685,291.8536244
338,123.388374,74.0564443,117.4491083,159.3170028,294.3104475,288.971168,123.388374,74.0564443,117.4491083,159.3170028,281.860794,299.3756612
339,246.5808578,211.6584171,194.5760929,352.2614451,403.2775506,401.7878306,246.5808578,211.6584171,194.5760929,352.2614451,405.8603952,426.9593303
340,-4.867640808,-1.568636101,14.45842921,305.70543,150.0009027,154.3981357,-4.867640808,-1.568636101,14.45842921,305.70543,155.154683,181.1607043
341,-89.44974338,-40.95090435,-49.19052688,39.07872796,68.43825457,81.30089897,-89.44974338,-40.95090435,-49.19052688,39.07872796,89.79115244,124.9644223
342,114.3956781,87.37322792,98.24756902,97.46804206,283.5667655,288.0879312,114.3956781,87.37322792,98.24756902,97.46804206,323.2638666,375.7073859
343,302.4904769,269.0501324,249.9578245,81.80663422,539.7029901,535.1275202,302.4904769,269.0501324,249.9578245,81.80663422,589.8900844,647.3412105
344,301.0815966,244.348236,308.0543735,230.0401154,545.8812074,532.4605004,301.0815966,244.348236,308.0543735,230.0401154,587.1162047,622.7766296
345,238.6078531,233.7904744,272.5499507,176.4238922,531.1743184,517.9755787,238.6078531,233.7904744,272.5499507,176.4238922,555.9920057,557.4932143
346,467.1101094,489.5418763,483.6549734,422.9660456,745.1940483,740.8166991,467.1101094,489.5418763,483.6549734,422.9660456,776.0879849,748.4278071
347,147.3291118,175.480984,185.5257305,310.8608592,453.2948421,454.869371,147.3291118,175.480984,185.5257305,310.8608592,498.3463386,459.7757038
348,-4.749765019,23.57750919,-14.89323637,242.0507693,315.588082,317.5451233,-4.749765019,23.57750919,-14.89323637,242.0507693,391.2348048,365.8723262
349,-378.5961802,-422.2122931,-388.1085225,43.75179216,-83.22306421,-85.09735205,-378.5961802,-422.2122931,-388.1085225,43.75179216,10.35214452,-4.532440214
350,-245.3731006,-270.9146003,-285.1990472,-106.0683043,83.66409766,77.55387804,-245.3731006,-270.9146003,-285.1990472,-106.0683043,178.3025935,171.7812425
351,-166.022315,-221.6556455,-221.4245247,-105.1107328,105.7978647,94.67431805,-166.022315,-221.6556455,-221.4245247,-105.1107328,200.0158177,197.8524397
352,217.5591158,153.4486198,168.0167202,148.5420143,501.7252659,484.223424,217.5591158,153.4486198,168.0167202,148.5420143,600.2818694,609.6994613
353,170.398688,129.952133,156.2802156,413.5487342,532.7502067,517.7347442,170.398688,129.952133,156.2802156,413.5487342,617.1893747,623.5126355
354,173.2145495,166.239934,178.7949386,499.5355932,514.7951469,504.0201612,173.2145495,166.239934,178.7949386,499.5355932,589.8199745,594.313315
355,24.43335599,27.42552947,23.88383295,513.5220064,337.8065473,338.8871105,24.43335599,27.42552947,23.88383295,513.5220064,383.2353968,376.8034785
356,224.7602782,213.7338234,227.9469465,697.1471207,429.9764832,441.6854739,224.7602782,213.7338234,227.9469465,697.1471207,466.9054719,452.0570452
